Program Link,_id,University Name,Program Title,Area of Study,Target Group,Focus,combined_text,embedding
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-konstanz-computer-and-information-science-w6312/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w6312&hec-offset=350,6784dda21796e275dc3e0b5a,University of Konstanz,Computer and Information Science,Computer Science,We recommend applying with a certificate of academic degree in Computer Science or a subject that is very closely related in terms of content.,"Algorithmics, Data Science, Interactive Systems, Software and Systems, Visual Computing, Media Design Exhibition","Computer and Information Science | Computer Science | Algorithmics, Data Science, Interactive Systems, Software and Systems, Visual Computing, Media Design Exhibition | We recommend applying with a certificate of academic degree in Computer Science or a subject that is very closely related in terms of content.","[ 0.00470825 -0.00983155  0.00651762 ... -0.01784724 -0.00829456
 -0.00255841]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rwth-aachen-university-computer-engineering-w70359/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w70359&hec-offset=351,6784dda21796e275dc3e0b5b,RWTH Aachen University,Computer Engineering,Information Technology,Unknown,Unknown,Computer Engineering | Information Technology | Unknown | Unknown,"[ 0.02837732 -0.01884046  0.0204213  ... -0.01413683 -0.00553617
  0.00726926]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hochschule-nordhausen-computer-engineering-for-iot-systems-w65163/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w65163&hec-offset=352,6784dda21796e275dc3e0b5c,Hochschule Nordhausen,Computer Engineering for IOT SYSTEMS,Computer Engineering,"To address the shortage of professionally qualified
specialists in this area of IoT, the University of Applied
Science Nordhausen introduces a new full-time Master's programme
computer Engineering for IoT Systems.
The programme provides an introduction to the disciplines
that are part of typical IoT solutions such as
Microelectronics, Cloud Computing, Embedded Software,
Wireless Networking, Data Science and Artificial
Intelligence. The programme emphasises the relations of
these disciplines and shows ways to combine them for a
complete solution. The wide range of involved disciplines
makes it an academically challenging programme.",Unknown,"Computer Engineering for IOT SYSTEMS | Computer Engineering | Unknown | To address the shortage of professionally qualified
specialists in this area of IoT, the University of Applied
Science Nordhausen introduces a new full-time Master's programme
computer Engineering for IoT Systems.
The programme provides an introduction to the disciplines
that are part of typical IoT solutions such as
Microelectronics, Cloud Computing, Embedded Software,
Wireless Networking, Data Science and Artificial
Intelligence. The programme emphasises the relations of
these disciplines and shows ways to combine them for a
complete solution. The wide range of involved disciplines
makes it an academically challenging programme.","[ 0.02395848 -0.01140402  0.00364193 ... -0.02407887 -0.00906971
  0.01123012]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/heidelberg-university-computer-linguistics-w18400/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w18400&hec-offset=353,6784dda21796e275dc3e0b5d,Heidelberg University,Computer linguistics,Computational Linguistics,Unknown,Unknown,Computer linguistics | Computational Linguistics | Unknown | Unknown,"[ 0.01295433 -0.00797741  0.01658102 ... -0.02443449 -0.00391696
 -0.00126461]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-stuttgart-computer-science-w42091/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w42091&hec-offset=354,6784dda21796e275dc3e0b5e,University of Stuttgart,Computer Science,Computer Science,"Graduates with a degree in a Bachelor's course of at least six semesters in Computer Science, Software Engineering or in a course with related content.","Theoretical Computer Science, Visual Computing, Information Visualisation and Scientific Visualisation, Autonomous Systems, Robotics and Artificial Intelligence, Service Technology and Engineering, Business Process Management, Data Engineering, Information Security","Computer Science | Computer Science | Theoretical Computer Science, Visual Computing, Information Visualisation and Scientific Visualisation, Autonomous Systems, Robotics and Artificial Intelligence, Service Technology and Engineering, Business Process Management, Data Engineering, Information Security | Graduates with a degree in a Bachelor's course of at least six semesters in Computer Science, Software Engineering or in a course with related content.","[ 0.00823324 -0.02810906  0.01031926 ... -0.02280276 -0.01305715
  0.01120581]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technical-university-of-hamburg-computer-science-w46833/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w46833&hec-offset=355,6784dda21796e275dc3e0b5f,Technical University of Hamburg,Computer Science,Engineering Informatics,Professionally qualified students/graduates with grades of at least 'good',"Applied Mathematics, Business Administration, Computer Science, Mathematics, Software Engineering","Computer Science | Engineering Informatics | Applied Mathematics, Business Administration, Computer Science, Mathematics, Software Engineering | Professionally qualified students/graduates with grades of at least 'good'","[ 0.00408557 -0.00245101  0.00601359 ... -0.03950474 -0.01172551
 -0.00392162]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/kiel-university-of-applied-sciences-computer-science-w49861/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w49861&hec-offset=356,6784dda21796e275dc3e0b60,Kiel University of Applied Sciences,Computer Science,Information Technology,"The aim of the course is to qualify for higher-level organisational and technological management and design tasks in broad fields of computer science with a special focus on new technologies. It is based on the teaching of in-depth application-oriented knowledge on a scientific basis. For taking on higher-level management tasks, overall management capability is purposefully strengthened by teaching methods and social skills.",Unknown,"Computer Science | Information Technology | Unknown | The aim of the course is to qualify for higher-level organisational and technological management and design tasks in broad fields of computer science with a special focus on new technologies. It is based on the teaching of in-depth application-oriented knowledge on a scientific basis. For taking on higher-level management tasks, overall management capability is purposefully strengthened by teaching methods and social skills.","[ 0.00335398 -0.03523299  0.01041092 ... -0.01526418 -0.01571655
  0.00427488]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-hochschule-bingen-computer-science-w61756/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w61756&hec-offset=357,6784dda31796e275dc3e0b61,Technische Hochschule Bingen,Computer Science,Information Technology,Unknown,Unknown,Computer Science | Information Technology | Unknown | Unknown,"[ 0.02494855 -0.02089198  0.0244431  ... -0.01316117 -0.01060799
  0.00108461]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-siegen-computer-science-w61896/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w61896&hec-offset=358,6784dda31796e275dc3e0b62,University of Siegen,Computer Science,Computer Science,Unknown,Unknown,Computer Science | Computer Science | Unknown | Unknown,"[ 0.02502446 -0.0177382   0.02219891 ... -0.0163385  -0.0086598
  0.00536005]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/iu-international-university-computer-science-w64341/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w64341&hec-offset=359,6784dda31796e275dc3e0b63,IU International University,Computer Science,Unknown,Unknown,"Programming with Python, Advanced Mathematics, Advanced Statistics, Data Science, Algorithmics, Big Data Technologies, Artificial Intelligence, Networks and Distributed Systems","Computer Science | Unknown | Programming with Python, Advanced Mathematics, Advanced Statistics, Data Science, Algorithmics, Big Data Technologies, Artificial Intelligence, Networks and Distributed Systems | Unknown","[ 0.01562643 -0.02663984  0.01533729 ... -0.02393249 -0.02477361
 -0.00213073]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-freiburg-computer-science-w12313/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w12313&hec-offset=360,6784dda41796e275dc3e0b64,University of Freiburg,Computer Science,Computer Science,"Graduates of a Bachelor's degree in Computer Science, Information Engineering or Mathematics.","Robotics and Autonomous Intelligent Systems, Artificial Intelligence, Machine Learning, Image Recognition and Computer Graphics, Software Development and Programming Languages, Embedded Systems, Theoretical and Applied Algorithms, Networks and Distributed Systems, Data Management and Communication, Bioinformatics","Computer Science | Computer Science | Robotics and Autonomous Intelligent Systems, Artificial Intelligence, Machine Learning, Image Recognition and Computer Graphics, Software Development and Programming Languages, Embedded Systems, Theoretical and Applied Algorithms, Networks and Distributed Systems, Data Management and Communication, Bioinformatics | Graduates of a Bachelor's degree in Computer Science, Information Engineering or Mathematics.","[ 0.0003398  -0.02109627  0.00074182 ... -0.04015055 -0.02503985
  0.00536659]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rhineland-palatinate-technical-university-of-kaiserslautern-landau-computer-science-w12519/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w12519&hec-offset=361,6784dda41796e275dc3e0b65,Rhineland-Palatinate Technical University of Kaiserslautern-Landau,Computer Science,Computer Science,Computer scientists.,"Algorithms, Information Systems, Communication Systems, Embedded Systems, Computer Graphics and Visualisation, Intelligent Systems, Robotics, Software Engineering, Verification","Computer Science | Computer Science | Algorithms, Information Systems, Communication Systems, Embedded Systems, Computer Graphics and Visualisation, Intelligent Systems, Robotics, Software Engineering, Verification | Computer scientists.","[ 0.00436432 -0.01210221 -0.00494748 ... -0.02814234  0.00100016
  0.00550557]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/berlin-university-of-technology-computer-science-w15731/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w15731&hec-offset=362,6784dda41796e275dc3e0b66,Berlin University of Technology,Computer Science,Computer Science,Unknown,"System Engineering, Dependable Systems, Intelligent Systems, Communication Based Systems","Computer Science | Computer Science | System Engineering, Dependable Systems, Intelligent Systems, Communication Based Systems | Unknown","[ 0.01248746 -0.0079116   0.00984142 ... -0.03896778  0.00249186
  0.00374027]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bonn-computer-science-w18320/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w18320&hec-offset=363,6784dda51796e275dc3e0b67,University of Bonn,Computer Science,Computer Science,Particularly qualified Bachelor's graduates,"Algorithmics, Graphics, Vision and Audio, Information and Communication Management, Intelligent Systems","Computer Science | Computer Science | Algorithmics, Graphics, Vision and Audio, Information and Communication Management, Intelligent Systems | Particularly qualified Bachelor's graduates","[-0.0069539  -0.01165955  0.00593435 ... -0.04465138 -0.00890152
  0.01073149]"
